coxa_deg,femur_deg,tibia_deg,x,y,z
-1.0,-21.0,-45.0,-21.6,-131.38,64.24
-1.0,-21.0,-43.0,-21.64,-129.31,59.81
-1.0,-21.0,-41.0,-21.68,-127.09,55.46
-1.0,-21.0,-39.0,-21.72,-124.72,51.19
-1.0,-21.0,-37.0,-21.76,-122.21,47.0
-1.0,-21.0,-35.0,-21.81,-119.55,42.9
-1.0,-21.0,-33.0,-21.86,-116.74,38.9
-1.0,-21.0,-31.0,-21.91,-113.8,34.99
-1.0,-21.0,-29.0,-21.96,-110.73,31.2
-1.0,-21.0,-27.0,-22.02,-107.52,27.51
-1.0,-21.0,-25.0,-22.08,-104.19,23.93
-1.0,-21.0,-23.0,-22.14,-100.74,20.48
-1.0,-21.0,-21.0,-22.2,-97.16,17.15
-1.0,-21.0,-19.0,-22.26,-93.48,13.94
-1.0,-21.0,-17.0,-22.33,-89.68,10.86
-1.0,-21.0,-15.0,-22.4,-85.78,7.92
-1.0,-21.0,-13.0,-22.47,-81.77,5.12
-1.0,-21.0,-11.0,-22.54,-77.68,2.46
-1.0,-21.0,-9.0,-22.61,-73.49,-0.06
-1.0,-21.0,-7.0,-22.69,-69.21,-2.43
-1.0,-21.0,-5.0,-22.76,-64.86,-4.65
-1.0,-21.0,-3.0,-22.84,-60.43,-6.71
-1.0,-21.0,-1.0,-22.92,-55.94,-8.62
-1.0,-21.0,1.0,-23.0,-51.37,-10.37
-1.0,-21.0,3.0,-23.08,-46.75,-11.96
-1.0,-21.0,5.0,-23.16,-42.08,-13.39
-1.0,-21.0,7.0,-23.24,-37.36,-14.66
-1.0,-21.0,9.0,-23.33,-32.6,-15.75
-1.0,-21.0,11.0,-23.41,-27.81,-16.69
-1.0,-21.0,13.0,-23.5,-22.98,-17.45
-1.0,-21.0,15.0,-23.58,-18.13,-18.05
-1.0,-21.0,17.0,-23.66,-13.26,-18.47
-1.0,-21.0,19.0,-23.75,-8.38,-18.73
-1.0,-21.0,21.0,-23.84,-3.5,-18.81
-1.0,-21.0,23.0,-23.92,1.39,-18.73
-1.0,-21.0,25.0,-24.01,6.27,-18.47
-1.0,-21.0,27.0,-24.09,11.13,-18.05
-1.0,-21.0,29.0,-24.18,15.98,-17.45
-1.0,-21.0,31.0,-24.26,20.81,-16.69
-1.0,-21.0,33.0,-24.34,25.6,-15.75
-1.0,-21.0,35.0,-24.43,30.37,-14.66
-1.0,-21.0,37.0,-24.51,35.08,-13.39
-1.0,-21.0,39.0,-24.59,39.76,-11.96
-1.0,-21.0,41.0,-24.67,44.38,-10.37
-1.0,-21.0,43.0,-24.75,48.94,-8.62
-1.0,-21.0,45.0,-24.83,53.44,-6.71
-1.0,-19.0,-45.0,-21.65,-128.68,61.54
-1.0,-19.0,-43.0,-21.69,-126.47,57.18
-1.0,-19.0,-41.0,-21.73,-124.1,52.91
-1.0,-19.0,-39.0,-21.77,-121.58,48.72
-1.0,-19.0,-37.0,-21.82,-118.92,44.62
-1.0,-19.0,-35.0,-21.87,-116.12,40.62
-1.0,-19.0,-33.0,-21.92,-113.18,36.72
-1.0,-19.0,-31.0,-21.97,-110.1,32.92
-1.0,-19.0,-29.0,-22.03,-106.9,29.23
-1.0,-19.0,-27.0,-22.09,-103.56,25.66
-1.0,-19.0,-25.0,-22.15,-100.11,22.2
-1.0,-19.0,-23.0,-22.21,-96.54,18.87
-1.0,-19.0,-21.0,-22.28,-92.85,15.66
-1.0,-19.0,-19.0,-22.34,-89.05,12.59
-1.0,-19.0,-17.0,-22.41,-85.15,9.65
-1.0,-19.0,-15.0,-22.48,-81.15,6.84
-1.0,-19.0,-13.0,-22.55,-77.05,4.18
-1.0,-19.0,-11.0,-22.62,-72.86,1.66
-1.0,-19.0,-9.0,-22.7,-68.59,-0.7
-1.0,-19.0,-7.0,-22.78,-64.23,-2.92
-1.0,-19.0,-5.0,-22.85,-59.81,-4.99
-1.0,-19.0,-3.0,-22.93,-55.31,-6.9
-1.0,-19.0,-1.0,-23.01,-50.75,-8.65
-1.0,-19.0,1.0,-23.09,-46.13,-10.24
-1.0,-19.0,3.0,-23.17,-41.46,-11.67
-1.0,-19.0,5.0,-23.26,-36.74,-12.93
-1.0,-19.0,7.0,-23.34,-31.98,-14.03
-1.0,-19.0,9.0,-23.42,-27.18,-14.97
-1.0,-19.0,11.0,-23.51,-22.35,-15.73
-1.0,-19.0,13.0,-23.59,-17.5,-16.33
-1.0,-19.0,15.0,-23.68,-12.64,-16.75
-1.0,-19.0,17.0,-23.76,-7.76,-17.01
-1.0,-19.0,19.0,-23.85,-2.87,-17.09
-1.0,-19.0,21.0,-23.93,2.01,-17.01
-1.0,-19.0,23.0,-24.02,6.89,-16.75
-1.0,-19.0,25.0,-24.1,11.76,-16.33
-1.0,-19.0,27.0,-24.19,16.61,-15.73
-1.0,-19.0,29.0,-24.27,21.44,-14.97
-1.0,-19.0,31.0,-24.35,26.23,-14.03
-1.0,-19.0,33.0,-24.44,30.99,-12.93
-1.0,-19.0,35.0,-24.52,35.71,-11.67
-1.0,-19.0,37.0,-24.6,40.38,-10.24
-1.0,-19.0,39.0,-24.68,45.0,-8.65
-1.0,-19.0,41.0,-24.76,49.56,-6.9
-1.0,-19.0,43.0,-24.84,54.06,-4.99
-1.0,-19.0,45.0,-24.92,58.49,-2.92
-1.0,-17.0,-45.0,-21.7,-125.9,58.92
-1.0,-17.0,-43.0,-21.74,-123.53,54.65
-1.0,-17.0,-41.0,-21.78,-121.01,50.46
-1.0,-17.0,-39.0,-21.83,-118.35,46.36
-1.0,-17.0,-37.0,-21.88,-115.55,42.36
-1.0,-17.0,-35.0,-21.93,-112.61,38.46
-1.0,-17.0,-33.0,-21.98,-109.54,34.66
-1.0,-17.0,-31.0,-22.04,-106.33,30.97
-1.0,-17.0,-29.0,-22.1,-103.0,27.4
-1.0,-17.0,-27.0,-22.16,-99.54,23.94
-1.0,-17.0,-25.0,-22.22,-95.97,20.61
-1.0,-17.0,-23.0,-22.29,-92.28,17.4
-1.0,-17.0,-21.0,-22.35,-88.49,14.33
-1.0,-17.0,-19.0,-22.42,-84.58,11.39
-1.0,-17.0,-17.0,-22.49,-80.58,8.59
-1.0,-17.0,-15.0,-22.56,-76.48,5.92
-1.0,-17.0,-13.0,-22.63,-72.3,3.41
-1.0,-17.0,-11.0,-22.71,-68.02,1.04
-1.0,-17.0,-9.0,-22.79,-63.67,-1.18
-1.0,-17.0,-7.0,-22.86,-59.24,-3.25
-1.0,-17.0,-5.0,-22.94,-54.74,-5.16
-1.0,-17.0,-3.0,-23.02,-50.18,-6.91
-1.0,-17.0,-1.0,-23.1,-45.56,-8.5
-1.0,-17.0,1.0,-23.18,-40.89,-9.93
-1.0,-17.0,3.0,-23.27,-36.17,-11.19
-1.0,-17.0,5.0,-23.35,-31.41,-12.29
-1.0,-17.0,7.0,-23.43,-26.61,-13.22
-1.0,-17.0,9.0,-23.52,-21.79,-13.99
-1.0,-17.0,11.0,-23.6,-16.94,-14.58
-1.0,-17.0,13.0,-23.69,-12.07,-15.01
-1.0,-17.0,15.0,-23.77,-7.19,-15.26
-1.0,-17.0,17.0,-23.86,-2.31,-15.35
-1.0,-17.0,19.0,-23.94,2.58,-15.26
-1.0,-17.0,21.0,-24.03,7.46,-15.01
-1.0,-17.0,23.0,-24.11,12.33,-14.58
-1.0,-17.0,25.0,-24.2,17.18,-13.99
-1.0,-17.0,27.0,-24.28,22.0,-13.22
-1.0,-17.0,29.0,-24.36,26.8,-12.29
-1.0,-17.0,31.0,-24.45,31.56,-11.19
-1.0,-17.0,33.0,-24.53,36.28,-9.93
-1.0,-17.0,35.0,-24.61,40.95,-8.5
-1.0,-17.0,37.0,-24.69,45.57,-6.91
-1.0,-17.0,39.0,-24.77,50.13,-5.16
-1.0,-17.0,41.0,-24.85,54.63,-3.25
-1.0,-17.0,43.0,-24.93,59.06,-1.18
-1.0,-17.0,45.0,-25.0,63.41,1.04
-1.0,-15.0,-45.0,-21.75,-123.03,56.41
-1.0,-15.0,-43.0,-21.79,-120.51,52.22
-1.0,-15.0,-41.0,-21.84,-117.85,48.12
-1.0,-15.0,-39.0,-21.89,-115.05,44.12
-1.0,-15.0,-37.0,-21.94,-112.11,40.22
-1.0,-15.0,-35.0,-21.99,-109.03,36.42
-1.0,-15.0,-33.0,-22.05,-105.83,32.73
-1.0,-15.0,-31.0,-22.11,-102.49,29.16
-1.0,-15.0,-29.0,-22.17,-99.04,25.7
-1.0,-15.0,-27.0,-22.23,-95.46,22.37
-1.0,-15.0,-25.0,-22.29,-91.78,19.17
-1.0,-15.0,-23.0,-22.36,-87.98,16.09
-1.0,-15.0,-21.0,-22.43,-84.08,13.15
-1.0,-15.0,-19.0,-22.5,-80.08,10.35
-1.0,-15.0,-17.0,-22.57,-75.98,7.69
-1.0,-15.0,-15.0,-22.64,-71.79,5.17
-1.0,-15.0,-13.0,-22.72,-67.52,2.8
-1.0,-15.0,-11.0,-22.79,-63.16,0.58
-1.0,-15.0,-9.0,-22.87,-58.74,-1.48
-1.0,-15.0,-7.0,-22.95,-54.24,-3.39
-1.0,-15.0,-5.0,-23.03,-49.68,-5.14
-1.0,-15.0,-3.0,-23.11,-45.06,-6.74
-1.0,-15.0,-1.0,-23.19,-40.38,-8.16
-1.0,-15.0,1.0,-23.27,-35.66,-9.43
-1.0,-15.0,3.0,-23.36,-30.9,-10.53
-1.0,-15.0,5.0,-23.44,-26.11,-11.46
-1.0,-15.0,7.0,-23.52,-21.28,-12.23
-1.0,-15.0,9.0,-23.61,-16.43,-12.82
-1.0,-15.0,11.0,-23.69,-11.57,-13.25
-1.0,-15.0,13.0,-23.78,-6.69,-13.5
-1.0,-15.0,15.0,-23.86,-1.8,-13.59
-1.0,-15.0,17.0,-23.95,3.08,-13.5
-1.0,-15.0,19.0,-24.04,7.96,-13.25
-1.0,-15.0,21.0,-24.12,12.83,-12.82
-1.0,-15.0,23.0,-24.21,17.68,-12.23
-1.0,-15.0,25.0,-24.29,22.51,-11.46
-1.0,-15.0,27.0,-24.37,27.3,-10.53
-1.0,-15.0,29.0,-24.46,32.06,-9.43
-1.0,-15.0,31.0,-24.54,36.78,-8.16
-1.0,-15.0,33.0,-24.62,41.45,-6.74
-1.0,-15.0,35.0,-24.7,46.07,-5.14
-1.0,-15.0,37.0,-24.78,50.64,-3.39
-1.0,-15.0,39.0,-24.86,55.13,-1.48
-1.0,-15.0,41.0,-24.94,59.56,0.58
-1.0,-15.0,43.0,-25.01,63.92,2.8
-1.0,-15.0,45.0,-25.09,68.19,5.17
-1.0,-13.0,-45.0,-21.8,-120.07,54.0
-1.0,-13.0,-43.0,-21.85,-117.41,49.9
-1.0,-13.0,-41.0,-21.9,-114.6,45.9
-1.0,-13.0,-39.0,-21.95,-111.66,42.0
-1.0,-13.0,-37.0,-22.0,-108.59,38.2
-1.0,-13.0,-35.0,-22.06,-105.38,34.51
-1.0,-13.0,-33.0,-22.12,-102.05,30.94
-1.0,-13.0,-31.0,-22.18,-98.59,27.48
-1.0,-13.0,-29.0,-22.24,-95.02,24.15
-1.0,-13.0,-27.0,-22.3,-91.33,20.94
-1.0,-13.0,-25.0,-22.37,-87.54,17.87
-1.0,-13.0,-23.0,-22.44,-83.63,14.93
-1.0,-13.0,-21.0,-22.51,-79.63,12.12
-1.0,-13.0,-19.0,-22.58,-75.53,9.46
-1.0,-13.0,-17.0,-22.65,-71.35,6.95
-1.0,-13.0,-15.0,-22.73,-67.07,4.58
-1.0,-13.0,-13.0,-22.8,-62.72,2.36
-1.0,-13.0,-11.0,-22.88,-58.29,0.29
-1.0,-13.0,-9.0,-22.96,-53.79,-1.62
-1.0,-13.0,-7.0,-23.04,-49.23,-3.37
-1.0,-13.0,-5.0,-23.12,-44.61,-4.96
-1.0,-13.0,-3.0,-23.2,-39.94,-6.39
-1.0,-13.0,-1.0,-23.28,-35.22,-7.65
-1.0,-13.0,1.0,-23.36,-30.46,-8.75
-1.0,-13.0,3.0,-23.45,-25.66,-9.68
-1.0,-13.0,5.0,-23.53,-20.84,-10.45
-1.0,-13.0,7.0,-23.62,-15.99,-11.04
-1.0,-13.0,9.0,-23.7,-11.12,-11.47
-1.0,-13.0,11.0,-23.79,-6.24,-11.72
-1.0,-13.0,13.0,-23.87,-1.36,-11.81
-1.0,-13.0,15.0,-23.96,3.53,-11.72
-1.0,-13.0,17.0,-24.04,8.41,-11.47
-1.0,-13.0,19.0,-24.13,13.27,-11.04
-1.0,-13.0,21.0,-24.21,18.12,-10.45
-1.0,-13.0,23.0,-24.3,22.95,-9.68
-1.0,-13.0,25.0,-24.38,27.75,-8.75
-1.0,-13.0,27.0,-24.46,32.51,-7.65
-1.0,-13.0,29.0,-24.55,37.23,-6.39
-1.0,-13.0,31.0,-24.63,41.9,-4.96
-1.0,-13.0,33.0,-24.71,46.52,-3.37
-1.0,-13.0,35.0,-24.79,51.08,-1.62
-1.0,-13.0,37.0,-24.87,55.58,0.29
-1.0,-13.0,39.0,-24.94,60.01,2.36
-1.0,-13.0,41.0,-25.02,64.36,4.58
-1.0,-13.0,43.0,-25.09,68.63,6.95
-1.0,-13.0,45.0,-25.17,72.82,9.46
-1.0,-11.0,-45.0,-21.85,-117.02,51.7
-1.0,-11.0,-43.0,-21.9,-114.22,47.69
-1.0,-11.0,-41.0,-21.95,-111.28,43.79
-1.0,-11.0,-39.0,-22.01,-108.21,39.99
-1.0,-11.0,-37.0,-22.06,-105.0,36.3
-1.0,-11.0,-35.0,-22.12,-101.67,32.73
-1.0,-11.0,-33.0,-22.18,-98.21,29.27
-1.0,-11.0,-31.0,-22.24,-94.64,25.94
-1.0,-11.0,-29.0,-22.31,-90.95,22.74
-1.0,-11.0,-27.0,-22.38,-87.16,19.66
-1.0,-11.0,-25.0,-22.44,-83.25,16.72
-1.0,-11.0,-23.0,-22.51,-79.25,13.92
-1.0,-11.0,-21.0,-22.58,-75.15,11.26
-1.0,-11.0,-19.0,-22.66,-70.97,8.74
-1.0,-11.0,-17.0,-22.73,-66.69,6.37
-1.0,-11.0,-15.0,-22.81,-62.34,4.15
-1.0,-11.0,-13.0,-22.89,-57.91,2.09
-1.0,-11.0,-11.0,-22.96,-53.41,0.18
-1.0,-11.0,-9.0,-23.04,-48.85,-1.57
-1.0,-11.0,-7.0,-23.12,-44.23,-3.17
-1.0,-11.0,-5.0,-23.21,-39.56,-4.59
-1.0,-11.0,-3.0,-23.29,-34.84,-5.86
-1.0,-11.0,-1.0,-23.37,-30.08,-6.96
-1.0,-11.0,1.0,-23.46,-25.28,-7.89
-1.0,-11.0,3.0,-23.54,-20.46,-8.66
-1.0,-11.0,5.0,-23.62,-15.61,-9.25
-1.0,-11.0,7.0,-23.71,-10.74,-9.68
-1.0,-11.0,9.0,-23.79,-5.86,-9.93
-1.0,-11.0,11.0,-23.88,-0.98,-10.02
-1.0,-11.0,13.0,-23.96,3.91,-9.93
-1.0,-11.0,15.0,-24.05,8.79,-9.68
-1.0,-11.0,17.0,-24.13,13.66,-9.25
-1.0,-11.0,19.0,-24.22,18.5,-8.66
-1.0,-11.0,21.0,-24.3,23.33,-7.89
-1.0,-11.0,23.0,-24.39,28.13,-6.96
-1.0,-11.0,25.0,-24.47,32.89,-5.86
-1.0,-11.0,27.0,-24.55,37.61,-4.59
-1.0,-11.0,29.0,-24.63,42.28,-3.17
-1.0,-11.0,31.0,-24.72,46.9,-1.57
-1.0,-11.0,33.0,-24.79,51.46,0.18
-1.0,-11.0,35.0,-24.87,55.96,2.09
-1.0,-11.0,37.0,-24.95,60.39,4.15
-1.0,-11.0,39.0,-25.03,64.74,6.37
-1.0,-11.0,41.0,-25.1,69.01,8.74
-1.0,-11.0,43.0,-25.17,73.2,11.26
-1.0,-11.0,45.0,-25.25,77.3,13.92
-1.0,-9.0,-45.0,-21.91,-113.9,49.5
-1.0,-9.0,-43.0,-21.96,-110.96,45.59
-1.0,-9.0,-41.0,-22.01,-107.89,41.8
-1.0,-9.0,-39.0,-22.07,-104.68,38.11
-1.0,-9.0,-37.0,-22.13,-101.35,34.54
-1.0,-9.0,-35.0,-22.19,-97.9,31.08
-1.0,-9.0,-33.0,-22.25,-94.32,27.75
-1.0,-9.0,-31.0,-22.31,-90.64,24.54
-1.0,-9.0,-29.0,-22.38,-86.84,21.47
-1.0,-9.0,-27.0,-22.45,-82.94,18.52
-1.0,-9.0,-25.0,-22.52,-78.93,15.72
-1.0,-9.0,-23.0,-22.59,-74.84,13.06
-1.0,-9.0,-21.0,-22.66,-70.65,10.54
-1.0,-9.0,-19.0,-22.74,-66.37,8.17
-1.0,-9.0,-17.0,-22.81,-62.02,5.96
-1.0,-9.0,-15.0,-22.89,-57.59,3.89
-1.0,-9.0,-13.0,-22.97,-53.1,1.98
-1.0,-9.0,-11.0,-23.05,-48.53,0.23
-1.0,-9.0,-9.0,-23.13,-43.91,-1.36
-1.0,-9.0,-7.0,-23.21,-39.24,-2.79
-1.0,-9.0,-5.0,-23.29,-34.52,-4.05
-1.0,-9.0,-3.0,-23.38,-29.76,-5.15
-1.0,-9.0,-1.0,-23.46,-24.97,-6.09
-1.0,-9.0,1.0,-23.54,-20.14,-6.85
-1.0,-9.0,3.0,-23.63,-15.29,-7.45
-1.0,-9.0,5.0,-23.71,-10.42,-7.87
-1.0,-9.0,7.0,-23.8,-5.54,-8.13
-1.0,-9.0,9.0,-23.88,-0.66,-8.21
-1.0,-9.0,11.0,-23.97,4.23,-8.13
-1.0,-9.0,13.0,-24.06,9.11,-7.87
-1.0,-9.0,15.0,-24.14,13.97,-7.45
-1.0,-9.0,17.0,-24.22,18.82,-6.85
-1.0,-9.0,19.0,-24.31,23.65,-6.09
-1.0,-9.0,21.0,-24.39,28.44,-5.15
-1.0,-9.0,23.0,-24.48,33.21,-4.05
-1.0,-9.0,25.0,-24.56,37.92,-2.79
-1.0,-9.0,27.0,-24.64,42.6,-1.36
-1.0,-9.0,29.0,-24.72,47.22,0.23
-1.0,-9.0,31.0,-24.8,51.78,1.98
-1.0,-9.0,33.0,-24.88,56.28,3.89
-1.0,-9.0,35.0,-24.96,60.7,5.96
-1.0,-9.0,37.0,-25.03,65.06,8.17
-1.0,-9.0,39.0,-25.11,69.33,10.54
-1.0,-9.0,41.0,-25.18,73.52,13.06
-1.0,-9.0,43.0,-25.25,77.62,15.72
-1.0,-9.0,45.0,-25.32,81.62,18.52
-1.0,-7.0,-45.0,-21.96,-110.71,47.41
-1.0,-7.0,-43.0,-22.02,-107.63,43.61
-1.0,-7.0,-41.0,-22.07,-104.43,39.92
-1.0,-7.0,-39.0,-22.13,-101.1,36.35
-1.0,-7.0,-37.0,-22.19,-97.64,32.89
-1.0,-7.0,-35.0,-22.25,-94.07,29.56
-1.0,-7.0,-33.0,-22.32,-90.38,26.36
-1.0,-7.0,-31.0,-22.39,-86.58,23.28
-1.0,-7.0,-29.0,-22.45,-82.68,20.34
-1.0,-7.0,-27.0,-22.52,-78.68,17.54
-1.0,-7.0,-25.0,-22.59,-74.58,14.88
-1.0,-7.0,-23.0,-22.67,-70.39,12.36
-1.0,-7.0,-21.0,-22.74,-66.12,9.99
-1.0,-7.0,-19.0,-22.82,-61.77,7.77
-1.0,-7.0,-17.0,-22.9,-57.34,5.71
-1.0,-7.0,-15.0,-22.97,-52.84,3.8
-1.0,-7.0,-13.0,-23.05,-48.28,2.04
-1.0,-7.0,-11.0,-23.13,-43.66,0.45
-1.0,-7.0,-9.0,-23.22,-38.99,-0.97
-1.0,-7.0,-7.0,-23.3,-34.27,-2.24
-1.0,-7.0,-5.0,-23.38,-29.51,-3.34
-1.0,-7.0,-3.0,-23.47,-24.71,-4.27
-1.0,-7.0,-1.0,-23.55,-19.88,-5.04
-1.0,-7.0,1.0,-23.63,-15.04,-5.63
-1.0,-7.0,3.0,-23.72,-10.17,-6.06
-1.0,-7.0,5.0,-23.8,-5.29,-6.31
-1.0,-7.0,7.0,-23.89,-0.4,-6.4
-1.0,-7.0,9.0,-23.97,4.48,-6.31
-1.0,-7.0,11.0,-24.06,9.36,-6.06
-1.0,-7.0,13.0,-24.14,14.23,-5.63
-1.0,-7.0,15.0,-24.23,19.08,-5.04
-1.0,-7.0,17.0,-24.31,23.9,-4.27
-1.0,-7.0,19.0,-24.4,28.7,-3.34
-1.0,-7.0,21.0,-24.48,33.46,-2.24
-1.0,-7.0,23.0,-24.56,38.18,-0.97
-1.0,-7.0,25.0,-24.64,42.85,0.45
-1.0,-7.0,27.0,-24.73,47.47,2.04
-1.0,-7.0,29.0,-24.8,52.03,3.8
-1.0,-7.0,31.0,-24.88,56.53,5.71
-1.0,-7.0,33.0,-24.96,60.96,7.77
-1.0,-7.0,35.0,-25.04,65.31,9.99
-1.0,-7.0,37.0,-25.11,69.59,12.36
-1.0,-7.0,39.0,-25.18,73.77,14.88
-1.0,-7.0,41.0,-25.26,77.87,17.54
-1.0,-7.0,43.0,-25.33,81.87,20.34
-1.0,-7.0,45.0,-25.39,85.78,23.28
-1.0,-5.0,-45.0,-22.02,-107.44,45.43
-1.0,-5.0,-43.0,-22.08,-104.24,41.75
-1.0,-5.0,-41.0,-22.14,-100.9,38.17
-1.0,-5.0,-39.0,-22.2,-97.45,34.72
-1.0,-5.0,-37.0,-22.26,-93.88,31.38
-1.0,-5.0,-35.0,-22.32,-90.19,28.18
-1.0,-5.0,-33.0,-22.39,-86.39,25.1
-1.0,-5.0,-31.0,-22.46,-82.49,22.16
-1.0,-5.0,-29.0,-22.53,-78.49,19.36
-1.0,-5.0,-27.0,-22.6,-74.39,16.7
-1.0,-5.0,-25.0,-22.67,-70.2,14.18
-1.0,-5.0,-23.0,-22.75,-65.93,11.81
-1.0,-5.0,-21.0,-22.82,-61.57,9.59
-1.0,-5.0,-19.0,-22.9,-57.15,7.53
-1.0,-5.0,-17.0,-22.98,-52.65,5.62
-1.0,-5.0,-15.0,-23.06,-48.09,3.87
-1.0,-5.0,-13.0,-23.14,-43.47,2.28
-1.0,-5.0,-11.0,-23.22,-38.8,0.85
-1.0,-5.0,-9.0,-23.3,-34.08,-0.42
-1.0,-5.0,-7.0,-23.38,-29.32,-1.52
-1.0,-5.0,-5.0,-23.47,-24.52,-2.45
-1.0,-5.0,-3.0,-23.55,-19.69,-3.21
-1.0,-5.0,-1.0,-23.64,-14.84,-3.81
-1.0,-5.0,1.0,-23.72,-9.98,-4.23
-1.0,-5.0,3.0,-23.81,-5.1,-4.49
-1.0,-5.0,5.0,-23.89,-0.21,-4.58
-1.0,-5.0,7.0,-23.98,4.67,-4.49
-1.0,-5.0,9.0,-24.06,9.55,-4.23
-1.0,-5.0,11.0,-24.15,14.42,-3.81
-1.0,-5.0,13.0,-24.23,19.27,-3.21
-1.0,-5.0,15.0,-24.32,24.1,-2.45
-1.0,-5.0,17.0,-24.4,28.89,-1.52
-1.0,-5.0,19.0,-24.48,33.65,-0.42
-1.0,-5.0,21.0,-24.57,38.37,0.85
-1.0,-5.0,23.0,-24.65,43.04,2.28
-1.0,-5.0,25.0,-24.73,47.66,3.87
-1.0,-5.0,27.0,-24.81,52.23,5.62
-1.0,-5.0,29.0,-24.89,56.72,7.53
-1.0,-5.0,31.0,-24.96,61.15,9.59
-1.0,-5.0,33.0,-25.04,65.5,11.81
-1.0,-5.0,35.0,-25.11,69.78,14.18
-1.0,-5.0,37.0,-25.19,73.97,16.7
-1.0,-5.0,39.0,-25.26,78.06,19.36
-1.0,-5.0,41.0,-25.33,82.07,22.16
-1.0,-5.0,43.0,-25.4,85.97,25.1
-1.0,-5.0,45.0,-25.46,89.76,28.18
-1.0,-3.0,-45.0,-22.08,-104.11,43.57
-1.0,-3.0,-43.0,-22.14,-100.78,40.0
-1.0,-3.0,-41.0,-22.2,-97.32,36.54
-1.0,-3.0,-39.0,-22.26,-93.75,33.21
-1.0,-3.0,-37.0,-22.32,-90.06,30.01
-1.0,-3.0,-35.0,-22.39,-86.26,26.93
-1.0,-3.0,-33.0,-22.46,-82.36,23.99
-1.0,-3.0,-31.0,-22.53,-78.36,21.19
-1.0,-3.0,-29.0,-22.6,-74.26,18.53
-1.0,-3.0,-27.0,-22.67,-70.07,16.01
-1.0,-3.0,-25.0,-22.75,-65.8,13.64
-1.0,-3.0,-23.0,-22.82,-61.45,11.42
-1.0,-3.0,-21.0,-22.9,-57.02,9.36
-1.0,-3.0,-19.0,-22.98,-52.52,7.45
-1.0,-3.0,-17.0,-23.06,-47.96,5.7
-1.0,-3.0,-15.0,-23.14,-43.34,4.1
-1.0,-3.0,-13.0,-23.22,-38.67,2.68
-1.0,-3.0,-11.0,-23.3,-33.95,1.41
-1.0,-3.0,-9.0,-23.39,-29.19,0.31
-1.0,-3.0,-7.0,-23.47,-24.39,-0.62
-1.0,-3.0,-5.0,-23.55,-19.57,-1.39
-1.0,-3.0,-3.0,-23.64,-14.72,-1.98
-1.0,-3.0,-1.0,-23.72,-9.85,-2.41
-1.0,-3.0,1.0,-23.81,-4.97,-2.66
-1.0,-3.0,3.0,-23.89,-0.08,-2.75
-1.0,-3.0,5.0,-23.98,4.8,-2.66
-1.0,-3.0,7.0,-24.07,9.68,-2.41
-1.0,-3.0,9.0,-24.15,14.55,-1.98
-1.0,-3.0,11.0,-24.23,19.4,-1.39
-1.0,-3.0,13.0,-24.32,24.22,-0.62
-1.0,-3.0,15.0,-24.4,29.02,0.31
-1.0,-3.0,17.0,-24.49,33.78,1.41
-1.0,-3.0,19.0,-24.57,38.5,2.68
-1.0,-3.0,21.0,-24.65,43.17,4.1
-1.0,-3.0,23.0,-24.73,47.79,5.7
-1.0,-3.0,25.0,-24.81,52.35,7.45
-1.0,-3.0,27.0,-24.89,56.85,9.36
-1.0,-3.0,29.0,-24.97,61.28,11.42
-1.0,-3.0,31.0,-25.04,65.63,13.64
-1.0,-3.0,33.0,-25.12,69.91,16.01
-1.0,-3.0,35.0,-25.19,74.09,18.53
-1.0,-3.0,37.0,-25.26,78.19,21.19
-1.0,-3.0,39.0,-25.33,82.19,23.99
-1.0,-3.0,41.0,-25.4,86.1,26.93
-1.0,-3.0,43.0,-25.47,89.89,30.01
-1.0,-3.0,45.0,-25.53,93.58,33.21
-1.0,-1.0,-45.0,-22.14,-100.71,41.83
-1.0,-1.0,-43.0,-22.2,-97.26,38.38
-1.0,-1.0,-41.0,-22.26,-93.68,35.04
-1.0,-1.0,-39.0,-22.33,-90.0,31.84
-1.0,-1.0,-37.0,-22.39,-86.2,28.76
-1.0,-1.0,-35.0,-22.46,-82.3,25.82
-1.0,-1.0,-33.0,-22.53,-78.3,23.02
-1.0,-1.0,-31.0,-22.6,-74.2,20.36
-1.0,-1.0,-29.0,-22.67,-70.01,17.84
-1.0,-1.0,-27.0,-22.75,-65.74,15.47
-1.0,-1.0,-25.0,-22.82,-61.38,13.25
-1.0,-1.0,-23.0,-22.9,-56.95,11.19
-1.0,-1.0,-21.0,-22.98,-52.46,9.28
-1.0,-1.0,-19.0,-23.06,-47.9,7.53
-1.0,-1.0,-17.0,-23.14,-43.28,5.94
-1.0,-1.0,-15.0,-23.22,-38.6,4.51
-1.0,-1.0,-13.0,-23.3,-33.88,3.24
-1.0,-1.0,-11.0,-23.39,-29.12,2.14
-1.0,-1.0,-9.0,-23.47,-24.33,1.21
-1.0,-1.0,-7.0,-23.56,-19.5,0.45
-1.0,-1.0,-5.0,-23.64,-14.65,-0.15
-1.0,-1.0,-3.0,-23.73,-9.78,-0.58
-1.0,-1.0,-1.0,-23.81,-4.91,-0.83
-1.0,-1.0,1.0,-23.9,-0.02,-0.92
-1.0,-1.0,3.0,-23.98,4.87,-0.83
-1.0,-1.0,5.0,-24.07,9.74,-0.58
-1.0,-1.0,7.0,-24.15,14.61,-0.15
-1.0,-1.0,9.0,-24.24,19.46,0.45
